Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
3 horas 30 minutos,NA,"¿Acabas de emprender y quieres saber cómo mejorar las finanzas de tu negocio?Te invitamos a Biz Dates, un evento en el que aprenderás sobre las diferentes fuentes de financiación, KPI y puntos claves para gestionar tu negocio de la mano de Jordi Roquet, cofundador de Fin2go y asesoría Partner Platinum de Holded.Además, podrás resolver tus dudas una a una con asesorías financieras Partner de Holded en nuestro networking estilo speed dating.¡La entrada es gratuita, pero las plazas son limitadas!",0,0,EUR,NA,https://schema.org/EventScheduled,2024-03-13T17:30:00Z,2024-03-13T21:00:00Z,Finanzas para gente emprendedora,Aprende cómo conseguir financiación y controlar las finanzas de tu negocio.,https://www.eventbrite.com/e/entradas-finanzas-para-gente-emprendedora-841413058107,barcelona,NA
1 hora 30 minutos,NA,"A l’hora d’escollir on estudiar és indispensable tenir tota la informació possible per tal de prendre la decisió més adequada. Si assisteixes a les jornades de portes obertes de Deià, podràs conèixer: — Informació pràctica sobre tots els estudis, com les proves d’accés o el procés de preinscripció — Presentació del pla d’estudis i la metodologia — Les instal·lacions del centre — També podràs resoldre tots els dubtes que et puguin sorgir Així que ja saps, registra’t a les teves Portes Obertes per tal d’assistir i coneix-nos de més a prop. Recorda que si vols pots venir acompanyat amb la família o els amics. T’hi esperem! Més informació sobre els cicles de gràfica audiovisual:",0,0,EUR,Deià Escola d'Art i Disseny,https://schema.org/EventScheduled,2024-03-13T17:30:00Z,2024-03-13T19:00:00Z,Portes Obertes a Deià: Grau Superior Videojocs i Realitat Virtual,Vine a les portes obertes de Deià i descobreix el que et podem oferir en el teu camí formatiu.,https://www.eventbrite.es/e/entradas-portes-obertes-a-deia-grau-superior-videojocs-i-realitat-virtual-803115950427,barcelona,NA
2 horas,NA,"🍔 Deleito no solo ha creado deliciosas hamburguesas, sino que también ha demostrado ser un ejemplo de cómo la gestión financiera inteligente puede impulsar el éxito empresarial, especialmente en empresas que experimentan un rápido crecimiento. ¿Cómo una buena gestión financiera nos ayuda a impulsar el éxito empresarial? ¿Cómo abordar los retos financieros durante el hipercrecimiento? Durante este desayuno, vamos a sumergirnos en el viaje de Deleito, desde sus comienzos hasta convertirse en un referente gastronómico en Barcelona. Exploraremos cómo la visión estratégica del equipo y una gestión financiera sólida han sido fundamentales en cada etapa de su crecimiento. Abordaremos temas cómo: 🎙️ Tendremos el placer de charlar con Gerard Moreno, co-fundador y managing director, a cargo de las funciones financieras de Deleito, y Sanziana Gheorghiu, Country Manager de Regate, empresa referente en la digitalización de la gestión financiera y contable. 📆 Te esperamos el miércoles 13 de marzo de 2024 a las 9:30 AM en C/ de Pamplona, 104. No te pierdas esta oportunidad de inspirarte y conectar con otros profesionales del sector, siempre con un buen desayuno. Gracias especiales a PayFit España por la colaboración y hacer posible el evento",0,0,EUR,Regate,https://schema.org/EventScheduled,2024-03-13T08:30:00Z,2024-03-13T10:30:00Z,Impulsar el éxito desde finanzas: ¿Cómo lo hizo Deleito?,Descubre la importancia del departamento de finanzas en el crecimiento empresarial a través de la historia de Deleito,https://www.eventbrite.es/e/entradas-impulsar-el-exito-desde-finanzas-como-lo-hizo-deleito-844606018337,barcelona,NA
2 horas,NA,"De la mà de Rafa Burgos, guia expert en art i cultura, farem un recorregut per tres galeries de l'Eixample: Hora d'inici: 17.00 hores Lloc de trobada: Lorena Ruiz de Villa Contemporary Art · Camp d'en Vidal, 16 No t'ho perdis!",0,0,EUR,GALERIES D'ART DE CATALUNYA,https://schema.org/EventScheduled,2024-03-13T16:00:00Z,2024-03-13T18:00:00Z,Ruta gratuïta per les galeries d'art,Lorena Ruiz de Villa Contemporary Art; Galeria Jorge Alcolea - Sala Nonell; Alzueta Gallery (seu Turò Park),https://www.eventbrite.es/e/entradas-ruta-gratuita-per-les-galeries-dart-855314377327,barcelona,NA
1 hora 30 minutos,NA,"Després del viatge de sis persones de Catalunya per participar en el Congrés de recerca internacional ICSEI, volem fer una devolució a la comunitat per visibilitzar la importància de la participació de Catalunya en congressos internacionals sobre política educativa i millora i innovació en educació. També volem compartir aprenentatges i recerques internacionals, quin és l'estat de la qüestió internacionalment? Quins són els temes que preocupen i que s'estan estudiant? Quines solucions estan aportant els diferents païssos? I, sobretot, volem posar-nos deures: quin és el proper pas per als polítics, els investigadors i els docents? Begonya Folch - Institut i Programa STEAM Angeleta Ferrer de Barcelona Sònia Blasco - Departament d'Educació Marina Gay - Centre Catesco Cristina Beltran - Escola Dolors Monserdà Inés Carrasco -  Programa de Millora i Transformació del Govern Balear Abraham de la Fuente -  Institut i Programa STEAM Angeleta Ferrer de Barcelona",0,0,USD,insaferrer & CeFoRe,https://schema.org/EventScheduled,2024-03-13T17:00:00Z,2024-03-13T18:30:00Z,Transferència ICSEI 2024 (Dublín),Quin és l'estat de la qüestió educativa arreu del món? Quines són les tendències internacionals?,https://www.eventbrite.es/e/entradas-transferencia-icsei-2024-dublin-807566672657,barcelona,NA
1 hora,NA,"Te damos la bienvenida a CONNECTING PEOPLE N﻿etworking de profesionales trabajando en equipo con método híbrido (online y presencial)  C﻿ada semana eventos online de NETWORKING PROFESIONAL. Si eres de BARCELONA o alrededores o tienes intención de hacer negocios, emprender y dar a conocer tu proyecto entre empresarios de la zona queremos invitarte a presentar tu proyecto en nuestro espacio. https://connectingpeople.es/networking-barcelona-barceloneta/ ¿Alguna vez has sentido que tu red de contactos empresariales es limitada? Un sistema estructurado de hacer networking que utiliza el marketing de referencia para que tú recibas nuevos clientes y nuevos contactos profesionales. Nuestro método es 1 + 1% y nos apoyamos  en tres valores fundamentales: Ética, respeto y mejora continua Cuatro reuniones al mes: tres online y una presencial, en grupos de trabajo con máximo de un representante por categoría profesional, trabajando en equipo y utilizando el marketing de referencia. Ven a conocer Connecting People, disfruta de nuestro formato y presenta tu proyecto delante de un grupo de empresarios y profesionales.   Reserva tu plaza.",0,0,EUR,Connecting People,https://schema.org/EventScheduled,2024-03-13T12:00:00Z,2024-03-13T13:00:00Z,NETWORKING BARCELONA - CONNECTING PEOPLE - Online - Grupo Barceloneta,"Networking Profesional  Barcelona Online - Connecting People 
13 marzo 2024
13.00 -14.00",https://www.eventbrite.es/e/entradas-networking-barcelona-connecting-people-online-grupo-barceloneta-810061163747,barcelona,NA
2 hours 30 minutes,NA,"The TwinERGY project, funded by the European Union’s Horizon 2020 research and innovation programme under grant agreement Nª 957736, organises its final hybrid PAN European Workshop in Barcelona to get deep into the final achievements and results of the initiative that aimed to promote citizen participation in energy markets, providing tools and solutions that help them have a more active role, and proving that a better energy ecosystem is possible. With the aim of exposing the final learnings and results when applying the technological and social developments of the project, collecting good practices and identifying existing gaps, the event will be centred on citizen centered innovation in the energy market. Relevant experts of the sector and participants of the 4 project pilots will be invited to collaborate throughout different sessions and discussions held during the workshop. Here's the agenda. Whether you can join online or in person, save your spot! You can check TwinERGY privacy policy here. TwinERGY Website: https://www.twinergy.eu/ About Organizers Ideas for Change https://www.ideasforchange.com/ KWMC https://kwmc.org.uk/ Civil Engineering Department, UoP https://www.upatras.gr/en/",0,0,EUR,TwinERGY,https://schema.org/EventScheduled,2024-03-13T14:00:00Z,2024-03-13T16:30:00Z,PAN EU Workshop - TwinERGY project: opportunities around the energy market,"The TwinERGY project arrives in Barcelona to share results, learnings and opportunities around the energy market, prosumers and optimisation",https://www.eventbrite.es/e/pan-eu-workshop-twinergy-project-opportunities-around-the-energy-market-tickets-828626643597,barcelona,NA
1 hora 30 minutos,NA,"La piel, el órgano más grande de nuestro cuerpo, refleja nuestro bienestar. Con 2m² de protección, nos defiende de UV, toxinas y demás factores externos. ¡Cuida tu escudo! 🛡️¿Quieres una piel radiante y saludable sin complicaciones?Experimenta nuestro taller de SKINCARE de cosmética fresca y sin ingredientes inútiles. Únete. Te ayudamos a simplificar tu rutina de cuidado: ✨ Aprende tips prácticos. Date ese regalo. ✨ Creamos tu BEAUTY ROUTINE ideal de 5 minutos al día para una piel radiante. ✨ Prueba los productos frescos, sostenibles y respetuosos con el planeta. ✨ Detalle para l@s asistent@s. Razones para unirte: 💚 Cuidar(se) es un acto de respeto. Si apuestas por tí, siempre ganas! 💚 Conocer el potencial de la rutina facial de Ringana. 💚 Disfrutar de un rato agradable en buena compañía. ¡Descubre una cosmética que no te dejará indiferente! 😉 🍃 Consigue tu plaza. Plazas limitadas. Ubicación:📍Barcelona - Cocomat (Balmes 229) ℹ️  2 horarios disponibles Si eres menor de edad tienes que venir acompañad@",0,0,EUR,Ana Jiménez,https://schema.org/EventScheduled,2024-03-13T14:30:00Z,2024-03-13T16:00:00Z,"Taller de SKINCARE 13.03. ""Cuida tu piel, se lo merece""",¡EXPERIMENTA UNA FORMA SENCILLA DE AUTOCUIDADO PARA SENTIRTE RADIANTE!,https://www.eventbrite.es/e/entradas-taller-de-skincare-1303-cuida-tu-piel-se-lo-merece-815986195677,barcelona,NA
1 hora 30 minutos,NA,"Stein (Nórdica Libros) es una profunda exploración de las motivaciones humanas de aquellos que intentan cambiar el mundo, y de las consecuencias que conlleva dejarlo todo por una causa. Llibreria Finestres recibe a su autor, el autor de cómics Agustín Comotto, para conversar junto a la activista Andrea Benites-Dumont y junto al editor Diego Moreno.   ***  ¿Qué impulsa a un abogado, padre de tres hijos, a abandonar la vida convencional e intentar transformar la sociedad desde sus cimientos? ¿Vale la pena el sacrificio? El autor de Stein busca respuestas a su propia experiencia como hijo de un luchador social. A través de Andrea, la protagonista del relato y compañera de lucha de su padre, el autor se embarca en un tortuoso viaje a la Argentina de finales de los años sesenta en busca de respuestas. Pero el viaje nunca es lo que se espera.  Como una muñeca rusa, Stein relata el intento de conocer la propia historia a través de la de Andrea, una joven militante quien, a su vez, no comprende su lucha sin la de un viejo judío, Stein, que vivió su propia revolución años atrás en la Rusia bolchevique.  Además de contar con la presencia de Agustín Comotto, también participará de la conversación Andrea Benites-Dumont, una de las protagonistas del cómic, y el editor de Nórdica Libros Diego Moreno.  ***  Agustín Comotto es ilustrador y dibujante de cómics. Aprendió a dibujar arropado por Alberto Breccia y Leopoldo Durañona y publicó en diversos medios de Argentina y de los Estados Unidos. Desde 1990 se dedica exclusivamente al campo de la ilustración como autor completo. El 2001 fue galardonado con el premio A la orilla del viento del Fondo de Cultura Económica por el libro Siete millones de escarabajos y, al año siguiente, recibió la mención White Raven por el mismo libro. Para Nórdica ha ilustrado clásicos de la literatura como La muerte de Iván Ilich, Veinte mil leguas de viaje submarino, La maravillosa historia de Peter Schlemihl, Coses aparentment intranscendents y La caída de la casa Usher, entre otros; así como La conquista de los polos y Atlas de la literatura latinoamericana. También es autor de las novelas gráficas 155. Simón Radowitzky y Nebrija.  Andrea Benites-Dumont (La Turca) es una periodista y escritora nacida en Argentina. Comenzó la militancia en secundaria y más tarde pasó a formar parte del movimiento estudiantil universitario de Buenos Aires. Estuvo en prisión diversas veces durante la dictadura de Ongania en 1969. Militó en el PRT-ERP desde 1972 hasta su disolución en 1977. Es supervivente de los centros clandestinos de detención y tortura de la dictadura argentina de 1976. En 1977 se exilia y se le concede la condición de refugiada en el estado español, donde todavía hoy reside y continua la militancia en diferentes areas como periodista, ponente o investigadora. Es autora del libro Andares y venires (2018).  Diego Moreno es licenciado en Sociología por la Universidad Complutense, Especialista Universitario en Sociología del Consumo por la Universidad Complutense y Máster en Edición por la Universidad de Salamanca. Ha desarrollado su actividad profesional en el mundo del libro trabajando en diferentes áreas: librería, impresión y edición. En 2006 crea Nórdica Libros, editorial que recibió el 2008 el Premio Nacional a la Mejor Labor Editorial junto con el resto de los sellos del grupo Contexto. En los últimos cinco años diez libros de Nórdica han recibido el Premio a los libros mejor editados otorgados por el Ministerio de Educación, Cultura y Deporte. ",0,0,EUR,Llibreria Finestres,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T19:30:00Z,Finestres - Agustín Comotto con Andrea Benites-Dumont y Diego Moreno,'Stein' es una profunda exploración de las motivaciones humanas de aquellos que intentan cambiar el mundo.,https://www.eventbrite.es/e/entradas-finestres-agustin-comotto-con-andrea-benites-dumont-y-diego-moreno-844733850687,barcelona,NA
2 horas,NA,"Matrícula abierta para el curso Filosofía Práctica Conócete A Ti Mismo [ 3 primeras clases GRATUITAS] 🙋🏽‍♀️ Dirigido a todo el mundo, independientemente de su nivel académico ⌛Una clase de dos horas a la semana 📆 Inicio: Miércoles 13 de marzo a las 19h ⏰ Reserva ya tu plaza. Son pocas y se agotan rápido 😲 🧙🏻‍♂️ Nueva Acrópolis lleva más de 60 años ofreciendo clases de filosofía en todo el mundo, y sembrando semillas de sabiduría y solidaridad Duración: 5 meses Precio: Si deseas continuar después de la 3a clase, el precio del curso completo es de 150€ , si lo pagas antes de la 4a clase, o en 4 pagos de 45€, si prefieres pagarlo fraccionadamente. C onsulta el temario completo 👇🏼",0,0,EUR,Nova Acròpolis Barcelona,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T20:00:00Z,Curso de Filosofía práctica (3 clases GRATUITAS),Un curso teórico-práctico para aproximarse a las principales filosofías de Oriente y Occidente.,https://www.eventbrite.es/e/entradas-curso-de-filosofia-practica-3-clases-gratuitas-846254188057,barcelona,NA
1 hora 30 minutos,NA,"Nueva presentación SWAG en Barcelona Los ultimos días está siendo una locura con #Bitcoin con valores#RECORD.  SWAG sigue a la vanguardia de las empresas #Fintech que buscan acercar el mundo #CRIPTO a las #personas. Si no te quieres quedar atrás y descubrir como puedes genrera BITCOIN, no puedes faltar a nuestra presentación llena de novedades justo antes del #HALVING. Te esperamos....",0,0,EUR,Charly Relaño,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T19:30:00Z,Nueva presentación SWAG en Barcelona,"SWAG está más potente que nunca, con Bitcoin en ascenso la OPORTUNIDAD llama a tu puerta!!!!",https://www.eventbrite.es/e/entradas-nueva-presentacion-swag-en-barcelona-858335533687,barcelona,NA
1 hora 30 minutos,NA,"CURANDO EN RED: Conversando con Irma Vilà i Òdena, Azahara Cerezo y Antònia Folguera Diálogo entre las reconocidas comisarias de arte digital Irma Vilà i Òdena, Azahara Cerezo y Antònia Folguera en el Canódromo - Ateneo de Innovación Digital y Democrática, en el marco del Máster Universitario en Comisariado de Arte Digital de la Escuela Superior de Diseño ESDI-Universitat Ramon Llull. Las estudiantes del Máster Universitario en Comisariado de Arte Digital de ESDI-URL han preparado una sesión abierta con tres comisarias de arte digital de referencia en el ámbito catalán, donde hablarán de sus prácticas más conocidas y también otros proyectos menos conocidos, así como de lo que significa curar cuando lo que se cura son formas experimentales de la cotidianidad en el contexto digital. Irma Vilà i Òdena es comisaria e investigadora cultural especializada en arte y nuevos medios. Alumni del Máster Universitario en Comisariado de Arte Digital de ESDI-URL, su trayectoria incluye proyectos internacionales que hibridan investigación científica o cultural, comisariado o exposiciones. Forma parte del colectivo de artistas audiovisuales Telenoika, y del grupo de reciclaje creativo Luthiers Drapaires. Es una de los fundadores del laboratorio de investigación e innovación cultural ZZZINC. Ha sido comisaria y coordinadora de comunicación del festival ArtFutura del 2006 al 2009. Su experiencia docente se ha llevado a cabo en diversos centros formativos. Azahara Cerezo investiga el alcance y efectos de los procesos digitalizadores en el territorio, entendiéndolo como un nudo de elementos vinculados a la experiencia del espacio y el tiempo, la corporalidad, la fragmentación del trabajo o la cristalización de la memoria. A medio camino entre lo hiperlocalizado y lo deslocalizado, su trabajo quiere reflexionar acerca de los límites de problemáticas específicas en sus relaciones con cuestiones más amplias, como conflictos históricos inconclusos o la violencia de un capitalismo que actúa por desposesión. Antònia Folguera es comisaria y comunicadora, y crea los contenidos de conferencias, podcasts y programas de radio. Su trabajo se mueve a través de los terrenos del arte y la cultura digitales, la comunicación y la música electrónica. Es comisaria de Sónar+D, el congreso de tecnologías creativas de Sónar, y forma parte de los equipos curatoriales de Eufònic (Terres de l’Ebre) y STRP (Eindhoven), y de las becas del Ayuntamiento de Barcelona La Capella Barcelona Producció. También es parte de la Red de Radios Comunitarias de Barcelona (XRCB) una plataforma de podcasting comunitaria, ética y para el bien común. Entre otras cosas, en la xarxa prototipan e investigan la radio del futuro. También hace podcasts y radio en directo, y presenta y modera todo tipo de acontecimientos culturales y tecnológicos.",0,0,EUR,ESDi - Escola Superior de Disseny i EATM - Escola d'Arts i Tècniques de la Moda,https://schema.org/EventScheduled,2024-03-13T17:30:00Z,2024-03-13T19:00:00Z,"CURANDO EN RED: Conversando con Irma Vilà i Òdena, Azahara Cerezo y Antònia Folguera",Diálogo entre comisarias de arte digital en el marco del Máster Universitario en Comisariado de Arte Digital de ESDI-Universitat Ramon Llull,https://www.eventbrite.es/e/entradas-curando-en-red-conversando-con-irma-vila-i-odena-azahara-cerezo-y-antonia-folguera-856835527127,barcelona,NA
2 hours,NA,"A 90 minute workshop session to help you sign your next 3-10 high ticket clients as a service provider or coach in 2024 I will teach you how to setup High-Converting Sales Funnels that have helped my clients close $3-10k packages What will you gain: I will be teaching you my proven Profit Sales Frameworks that helped my clients: You're putting in so much time and effort, but you're self-sabotaging your sales without knowing! This is why I created this workshop to shed light on the biggest mistakes you might be making in your business as well as how to overcome them and set yourself up for success. I will teach you all my proven strategies that land me $5k and more every single month and that I teach my clients that close $3-10k packages as well This 90 minutes value packed intensive workshop is for you if you’re looking to:",0,0,USD,Alia Khatib - Business & Marketing Consultant,https://schema.org/EventScheduled,2024-03-13T17:00:00Z,2024-03-13T19:00:00Z,Sign your next 10 High Ticket Clients,A 90 minute workshop session to help you sign your next 3-10 high ticket clients as a service provider or coach in 2024,https://www.eventbrite.com/e/sign-your-next-10-high-ticket-clients-tickets-823811892547,barcelona,NA
1 hour 30 minutes,NA,NA,0,0,EUR,Beatriz Lorente,https://schema.org/EventScheduled,2024-03-13T12:00:00Z,2024-03-13T13:30:00Z,Networking empresarial,Aumenta tu facturación a través de clientes recomendados,https://www.eventbrite.es/e/networking-empresarial-tickets-858803332887,barcelona,NA
1 hora,NA,"El Museu Terra produeix la primera exposició per a la Sala Barcelona, la nova sala d’exposicions temporals del Museu ubicada a la seu de la Fundació Carulla. Amb el títol Peus a terra, la mostra pretén despertar la reflexió i el debat sobre quin vincle tenim avui amb la terra. Una mostra que busca impulsar una transformació real cap a una vida més sostenible fomentant la reconnexió amb la TERRA com a sòl que ens alimenta, com a paisatge cultural del que en formem part i com a planeta que habitem i que ens obliga a encarar els reptes de futur des de noves perspectives. Visita comentada a l'exposició. Durada aproximada: 50'. Entrada gratuïta. La visita es realitzarà en català.",0,0,EUR,Museu Terra,https://schema.org/EventScheduled,2024-03-13T10:00:00Z,2024-03-13T11:00:00Z,"Visita comentada a l'exposició ""Peus a terra"" 13/03/24  - 11.00 h","Vine a descobrir tots els detalls de l'exposició ""Peus a terra"", la primera exposició a la Sala Barcelona del Museu Terra.",https://www.eventbrite.es/e/entradas-visita-comentada-a-lexposicio-peus-a-terra-130324-1100-h-858177541127,barcelona,NA
2 days 10 hours,NA,"As it takes more than one person to build a village, we support and reshare (RS) any other events that we believe are relevant. Here is one. Please register directly on the event page.Human activity is irreversibly changing our planet, especially our climate. The voracious demand for fossil fuels and natural resources has led us to an ecological breaking point, even after decades of climate action. How do we reverse this trend? Will green growth, the bioeconomy, or the Green New Deal be enough to avert a climate disaster? Or should we look to degrowth or a-growth as alternative models? What are the tradeoffs associated with different mitigation strategies and how can we avoid rebound effects and negative social impacts? The Growth vs. Climate Conference in Barcelona will gather leading scientists, thinkers, policymakers, activists and journalists to discuss the most pressing environmental issues of our time. The 3-day event will feature keynote speakers, academic papers on specific and cross-cutting themes, policy debates, and co-creation workshops organized across five societal challenges: Oceans, Land, Cities, Consumption and Policies. Event is sold out. Open to Volunteers. Growth vs. Climate conference Barcelona 2024 Check the program and the Speakers. Follow ICTA on Instagram",0,0,EUR,Brakcshaw Studio,https://schema.org/EventScheduled,2024-03-13T08:00:00Z,2024-03-15T18:00:00Z,RS: Growth vs. Climate — Conference,"It's time to rethink how we manage our oceans, forests, cities, consumption patterns and economic systems. And the science is here for it.",https://www.eventbrite.es/e/rs-growth-vs-climate-conference-tickets-851416408397,barcelona,NA
1 hour 30 minutes,NA,"Join us on March 13 for an exclusive event with Ignacio Colón, Head of Business Development at Darwinex. This is your chance to dive into the dynamic world of trading and discover how to master Darwinex Zero, a pioneering platform in capital management. Date: Wednesday, March 13, 2024 Time: 18:00 - 19:30h (CEST) Location: MF S.01 Room at La Salle (C/ de Sant Joan de la Salle, 42, 08022 Barcelona) The session is designed for both knowledge-eager students and professionals looking for a competitive edge in trading. It's not just a talk; it's an interactive experience to connect, learn, and grow. Don't miss this opportunity to interact with one of the leaders in the trading industry and take your skills to new heights! Reserve your spot at this exclusive event.",0,0,EUR,Eduardo Pfaff,https://schema.org/EventScheduled,2024-03-13T17:00:00Z,2024-03-13T18:30:00Z,Darwinex Zero: Redefining Capital Management,Join us on March 13 to explore Darwinex Zero with Ignacio Colón. Learn how trading's evolution redefines investment strategies.,https://www.eventbrite.es/e/darwinex-zero-redefining-capital-management-tickets-859438623057,barcelona,NA
2 hours,NA,"Join our transformative Impro session, exclusively designed for you to unleash your potential. We practice improv and theatre skills with a business context in a supportive, very fun environment. It´s a 2-hour workshop on themes like authentic communication, taking up space, connecting with your audience, pitching effectively, storytelling, and problem-solving. It's time to amplify your voice, presence, and impact in the professional world. All women are welcome to join the fun 2 hours of Adaptability IQ games and feedback. Come for this professional and personal development program. Developed by Jessica Breitenfeld, Vice President 2 of Barcelona Women´s Network and winner of ¨Top Female Speaker in Europe¨ 2022, Jessica leads the program with warmth, intuition and humor so that you feel empowered so your voice can be heard. Joining with Female Entrepreneurs ad Vibeke. www.JessicaBreitenfeld.com This is a fundraiser for Fundacio Ared which reskills women who exited the judicial system. Price: Donation for Fundacio at door. Location: Barcelona Activa: C/ dels Almogàvers, 165, 08018 Barcelona",0,0,EUR,American Society of Barcelona,https://schema.org/EventScheduled,2024-03-13T17:00:00Z,2024-03-13T19:00:00Z,Improv for women,"Express yourself with applied improvisation theatre training, trained by Top Female Speaker in Europe '22  Jessica Breitenfeld!",https://www.eventbrite.com/e/improv-for-women-tickets-851459818237,barcelona,NA
1 hora 30 minutos,NA,"CAT: El club de la endo pretén ser un lloc de trobada, lliure de judicis i amb respecte.El club és el lloc que m'hagués agradat trobar quan em van diagnosticar a mi però, també inclús abans de saber-ho. Vull que sigui un lloc on poder-nos sentir acompanyades, compreses, on aprendre juntes i compartir una bona estona.T'hi apuntes? Més informació i detalls de la primera trobada properament. CAST: El club de la endo pretende ser un lugar de encuentro, libre de juicios y con respeto. El club es el lugar que me hubiera gustado encontrar cuando me diagnosticaron, pero también incluso antes de saberlo. Quiero que sea un lugar donde podamos sentirnos acompañadas, comprendidas, donde aprender juntas y compartir un buen rato. ¿Te apuntas? Más información y detalles del primer encuentro próximamente.",0,0,USD,Gemma,https://schema.org/EventScheduled,2024-03-13T16:00:00Z,2024-03-13T17:30:00Z,El Club de la Endo,Trobades per compartir experiències i aprendre juntes. T’hi apuntes?,https://www.eventbrite.es/e/entradas-el-club-de-la-endo-813551623807,barcelona,NA
NA,NA,"Camina con nosotras ¡Ven y únete a nuestro evento ""Camina con nosotras""! Te esperamos en Avinguda de Barcelona, 8, Santa Perpètua de Mogoda, España. Será una experiencia inolvidable en la que podrás disfrutar de una caminata de 45 minutos en compañía de mujeres increíbles. Para finalizar trabajaremos  durante 15 minutos una parte del cuerpo específica (glúteos, piernas, brazos, etc). Este evento se llevará a cabo en persona, así que asegúrate de traer tus mejores zapatos para caminar y mucha energía positiva. Nuestro objetivo es promover la salud, la amistad y el bienestar, ¡y qué mejor manera de hacerlo que caminando juntas! No importa si eres una caminante experimentada o si apenas estás comenzando, todas son bienvenidas. Disfrutaremos de un recorrido por hermosos paisajes y compartiremos momentos de risas y conversaciones enriquecedoras. ¡No te lo pierdas! Marca la fecha en tu calendario y únete a nosotras en ""Camina con nosotras"". ¡Te esperamos con los brazos abiertos!",0,0,EUR,Spazio Beauty Concept,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T19:00:00Z,Camina con nosotras,"¡Únete a nosotras en una caminata llena de energía, risas y buena compañía en nuestro evento Camina con nosotras!",https://www.eventbrite.es/e/entradas-camina-con-nosotras-823158969637,barcelona,Sold out
1 hora 30 minutos,NA,NA,0,0,EUR,Expanish Spanish School Barcelona,https://schema.org/EventScheduled,2024-03-13T15:30:00Z,2024-03-13T17:00:00Z,Montjuïc y jardines Laribal,Detrás de las fantásticas vistas llenas de historia de Montjuïc se esconden los jardines Laribal. Un rincón encantador perfecto para pasear!,https://www.eventbrite.com.ar/e/entradas-montjuic-y-jardines-laribal-853051799897,barcelona,NA
NA,NA,"Every Tuesday and Thursday Party@the best beach night club Before we are going to the club, we can meet at a cool bar at barceloneta *﻿VERY IMPORTANT* Please send me message to confirm your reservation Whatsapp +819034360634 https://wa.me/819034360634?text= Join to our Whatsapp Group for our activity https://chat.whatsapp.com/HJRdVR0LraE2TtcutwjaqN G﻿ood Music and Great Drink M﻿EETING POINT T﻿he Mood Barcelona(C/ de Ramon Trias Fargas, 2, 08005 Barcelona) at 23:00 F﻿REE WELCOME SHOT FOR EVERYONE (JUST SAY LISTA KAZU AT ENTRANCE) https://www.instagram.com/themoodbarcelona/ S﻿ECOND BAR The Room Barcelona(Carrer de la Marina, 19, 08005 Barcelona) at midnight F﻿REE WELCOME SHOT FOR EVERYONE (JUST SAY LISTA KAZU AT ENTRANCE) http://en-us.theroom.es/ THE NIGHT CLUB(DEPEND ON THE NIGHT) O﻿ne of the best night club@Barceloneta (﻿GUEST LIST KAZU 10€ 1DRINK TILL 01:30) *﻿VERY IMPORTANT* Please send me message to confirm your reservation Whatsapp +34665605282 / +819034360634 https://wa.me/819034360634?text= JOIN OUR WHATSAPP GROUP FOR FREE PARTY INFO https://chat.whatsapp.com/I9WhcV2FB0IHY8zNZbCEeI Hope to see you all",0,0,EUR,Partybcn,https://schema.org/EventScheduled,2024-03-12T22:00:00Z,2024-03-13T04:00:00Z,Weekdays BAR CRAWL / Party@The Best beach night club,"Every Tuesday and Thursday Party@the best beach night club
FREE BAR CRAWL AND PARTY@PACHA BARCELONA(10€ 1 DRINK TILL 01:30)",https://www.eventbrite.es/e/entradas-weekdays-bar-crawl-partythe-best-beach-night-club-819494398807,barcelona,Sold out
