Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
NA,Contact the organizer to request a refund.,"(Español está abajo ) In this bustling city, do you find yourself increasingly trapped in the fast pace of life and accumulating both physical and mental stress? Then come to our Injoy Art Space and experience the fun of creating glass art! Glass art is a unique form of artistic expression that combines organic glass and colorful painting, creating beautiful and exclusive artworks for each individual. The activity lasts for one to two hours, giving you ample time to unleash your creativity in our welcoming environment. You can schedule your visit in advance as we offer flexible timings. We're open from Monday to Sunday, from noon until 9 in the evening. Glass art transforms simple glass plates into vibrant and dazzling canvases, allowing individuals to unleash their imagination and create their own artworks. Here, you'll receive professional guidance and learn how to use glass pigments and tools to create stunning pieces. Our space offers a variety of glass art courses with different themes and styles, so you can choose according to your interests and preferences. Whether you're a beginner or an experienced artist, we welcome you to explore the secrets of glass art. To create a glass painting, you'll need to follow a pattern. If you don't have one, you can search online and download one to print. If you have a specific design you like, you can also send it to us in advance, and we'll print it so you can start creating immediately when you arrive at the shop. Remember that it's necessary to make a reservation one day in advance. Join our glass art course and let creativity and beauty flow in this space! You can choose to create a glass cup painting or a glass oil painting photo frame; the price is the same (€21.99). Contact us now! Tel: +34 933 523 075 / +34 633 552 085 Instagram: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270 (It is ESSENTIAL to reserve through the provided contact to secure a spot; remember that signing up on Eventbrite alone is not sufficient.) —————- En esta ajetreada ciudad, ¿te sientes cada vez más atrapado en el ritmo acelerado de la vida y acumulando estrés tanto físico como mental?  ¡Entonces ven a nuestro Injoy Art Space y experimenta la diversión de hacer arte en vidrio! El arte en vidrio es una forma de expresión artística única que combina vidrio orgánico y pintura colorida, creando hermosas obras de arte exclusivas para cada individuo. La actividad tiene una duración de una a dos horas, así que tendrás suficiente tiempo para desatar tu creatividad en nuestro ambiente acogedor. Puedes programar tu visita con anticipación, ya que tenemos una flexibilidad en los horarios. Estamos abiertos de lunes a domingo, desde el mediodía hasta las 9 de la noche. El arte en vidrio convierte las simples placas de vidrio en lienzos coloridos y deslumbrantes, permitiendo a las personas liberar su imaginación y crear sus propias obras de arte.  Aquí recibirás orientación profesional y aprenderás cómo utilizar los pigmentos y herramientas de vidrio para crear impresionantes piezas. Nuestro espacio ofrece una variedad de cursos de arte en vidrio con diferentes temas y estilos, para que puedas elegir según tus intereses y gustos. Ya seas principiante o un artista experimentado, te damos la bienvenida para que explores los secretos del arte en vidrio. Para crear una pintura en vidrio, necesitarás seguir un patrón. Si no tienes un patrón, puedes buscar en línea y descargar uno para imprimirlo.  Si tienes un diseño en particular que te gusta, también puedes enviárnoslo con anticipación y lo imprimiremos para que puedas comenzar a crear de inmediato cuando llegues a la tienda. Recuerda que es necesario reservar con un día de anticipación. ¡Únete a nuestro curso de arte en vidrio y deja que la creatividad y la belleza fluyan en este espacio! Puedes elegir hacer pintura de copa de vidrio y marco de fotos de pintura al óleo de vidrio, el precio es lo mismo (21.99€) Contáctanos ya! Tel: +34 933 523 075/+34 633 552 085 Ins: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270 (Es IMPRESCINDIBLE reservar por el contacto para asegurarse una plaza, recuerda que no es suficiente sólo con apuntarse al Eventbrite )",24.62,24.62,EUR,Injoyartspace,https://schema.org/EventScheduled,2024-03-12T12:00:00Z,2024-03-12T15:00:00Z,DIY glass oil painting,"Glass art transforms simple glass plates into vibrant and dazzling canvases, allowing individuals to unleash their imagination.",https://www.eventbrite.es/e/diy-glass-oil-painting-tickets-692693794787,barcelona,Sold out
NA,Contact the organizer to request a refund.,"(Español está abajo)  Injoy Art Space is located in a highly artistic neighborhood. The space features a small garden and exudes a charming atmosphere. It's a new venue that has recently opened. Don't worry if you're not very skilled in crafting. I was able to paint a glass night lamp, as shown in the photos with the guidance of the instructor, even though I had no prior painting experience. Throughout the process, the instructor was there to assist me and make necessary corrections, always being very patient. The instructors truly share their knowledge, teaching everything from composition to color, covering virtually all the details. The entire painting process is genuinely therapeutic and relaxing. You can spend a couple of hours in artistic pursuit here each week, allowing you to forget about daily problems and concerns, and you'll feel completely at ease. The duration of the painting session can vary depending on the difficulty of the chosen artwork and personal talent, but generally lasts between one to two hours. After finishing, you can take your masterpiece home or leave it here to pick up next time. In addition to various crafting options, a wide range of painting choices are offered, such as acrylic, drawing, quartz sand, watercolor, glass painting, and more. The space is named Injoy Art Space and is easily locatable on the map. The exact address is Carrer de Mila i fontanales 44. To avoid disappointment, remember to make a reservation one day in advance. The timings are flexible and subject to change. You can come anytime from 12:00 noon to 9:00 PM. It is recommended to make a reservation one day in advance. Tel: +34 933 523 075 / +34 633 552 085 Instagram: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270 (It is ESSENTIAL to reserve through the provided contact to secure a spot; remember that signing up on Eventbrite alone is not sufficient.) ——— Inioy Art Space está ubicado en un vecindario muy artístico. El espacio cuenta con un pequeño jardín y tiene una atmósfera encantadora. Es un espacio nuevo que acaba de abrir recientemente. No se preocupe si no es muy bueno en la artesanía. Pude pintar una lámpara nocturna de vidrio como las fotos hemos mostrando con la guía del profesor, aunque no tenía experiencia previa en pintura. Durante el proceso, el profesor estuvo allí para ayudarme y hacer las correcciones necesarias, siempre es muy paciente. Los profesores realmente comparten sus conocimientos, enseñando desde composición hasta color, cubriendo prácticamente todos los detalles. Todo el proceso de pintura es realmente terapéutico y relajante. Puede pasar dos horas de tiempo artístico aquí durante toda la semana y se permite olvidarle de los problemas y preocupaciones diarias, y le vas a sentir completamente tranquilo. La duración de la sesión de pintura puede variar dependiendo de la dificultad del cuadro elegido y del talento personal, pero generalmente dura entre una o dos horas. Después de terminar, puedes llevar tu obra a casa o dejarla aquí para recogerla la próxima vez.  Excepto muchos typos de manualidades, también se ofrecen diversas opciones de pintura, como acrílico, dibujo, arena de cuarzo, acuarela, pintura sobre vidrio, entre otras. El nombre del espacio es Injoy Art Space y se puede encontrar fácilmente en el mapa. La dirección exacta es Carrer de Mila i fontanales 44. Para evitar decepciones, recuerda hacer una reserva con un día de anticipación. El tiempo es flexible y puede cambiar en cualquier momento. Puedes venir en cualquier momento desde las 12:00 del mediodía hasta las 9:00 de la noche. Se recomienda hacer una reserva con un día de anticipación. Tel: +34 933 523 075/+34 633 552 085 Ins: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270 (Es IMPRESCINDIBLE reservar por el contacto para asegurarse una plaza, recuerda que no es suficiente sólo con apuntarse al Eventbrite)",47.9,47.9,EUR,Injoyartspace,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T15:00:00Z,Handcrafted Glass Oil Painting Night Light,"The entire painting process is genuinely therapeutic and relaxing. After finishing, you can take your masterpiece home or leave here to pick",https://www.eventbrite.es/e/handcrafted-glass-oil-painting-night-light-tickets-692677646487,barcelona,Sold out
NA,Refunds up to 1 day before event,"Step into the heartbeat of Barcelona's nightlife with the most epic Pub Crawl in town! 🌟🍻 We're set to explore the coolest bars, pubs, and clubs in the city center, creating the perfect vibe for making new friends, engaging in lively conversations, and dancing the night away. Our adventure begins at a lively pub, where we'll spend an hour indulging in fun activities to break the ice and set the stage for an unforgettable night. Get ready to ""crawl"" with us, hopping from bar to bar with shots, games, and exclusive drink discounts at every stop. But hold on, there's more! Brace yourself for surprises – from infusion cocktails to mingling with both locals and international party-goers, and hitting up famous clubs with the best nightly bashes. Your safety is our priority, and I'll personally ensure everything runs smoothly, so you can party with confidence until the sunrise. Join us for a night of non-stop fun and create memories that will last a lifetime! 🎉🕺",16.86,16.86,EUR,Pubcrawl Barcelona,https://schema.org/EventScheduled,2024-03-11T21:00:00Z,2024-03-12T00:00:00Z,Pub crawl Barcelona by E-VOLVE,MEET NEW PEOPLE AND PARTY WITH OUR DISCO TOUR,https://www.eventbrite.co.uk/e/pub-crawl-barcelona-by-e-volve-tickets-418003067427,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"Clases regulares. Incluyen una parte de teoría, una parte de meditación guiada y una parte de meditación en silencio. Puedes venir cada semana o sólo de vez en cuando, como más te convenga. En la parte teórica abordaremos aspectos generales relacionados con la meditación: Dónde: Ortigosa 14, 2ª planta, local 11 – Barcelona (justo detrás del Palau de la Música, a 2 min del metro Urquinaona) Cómo reservar: No hay que hacer reserva de plaza para asistir a estas clases, puedes simplemente presentarte en el centro de meditación cinco o diez minutos antes de la hora (¡NO ANTES, por favor, porque habrá otras actividades en marcha en la sala!). Qué traer: Durante la meditación podrás sentarte en una silla o en el suelo con un cojín o banqueta, tú eliges. Si te sientas en el suelo asegúrate de llevar una parte de abajo que no apriete y unos calcetines limpios y gruesos para no ensuciar la esterilla y no pasar frío. Si te sientas en silla no es necesario que vayas vestido de ninguna manera especial. Idioma en el que se imparte la clase: Castellano. Precio y formas de pago: Clases sueltas: 10 € A pagar en efectivo después de clase. Abono mensual una clase a la semana: 30 € A pagar mediante domiciliación bancaria. Mínimo 3 meses de alta. Sin matrícula. Se pueden mezclar días según convenga (por ejemplo venir tres martes y un viernes y a la semana siguiente hacerlo al revés, etc.) Abono mensual clases ilimitadas: 50 € A pagar mediante domiciliación bancaria. Mínimo 3 meses de alta. Sin matrícula. Para más información: whatsapp o teléfono 630 326 624 / bertaturne@gmail.com / www.bertaturne.com ¡Nos vemos pronto si te animas a venir!",11.32,11.32,EUR,Berta Turné,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:00:00Z,Clase de meditación,Clase de meditación,https://www.eventbrite.es/e/entradas-clase-de-meditacion-637114706237,barcelona,Sold out
NA,Contact the organizer to request a refund.,"*Viernes 8 de marzo: Ballet con Jasper Narvaez *NO HAY CLASES la semana del 18 de marzo (semana de estreno de FREE BODIES) y la semana del 25 de marzo (semana santa). Volvemos el 1 de abril! Si deseas comprar un bono de 5 clases (55€) o de 10 clases (95€), por favor contáctanos al mail siguiente : communication@freezone-bcn.com *Friday 8th March: Ballet with Jasper Narvaez *NO CLASSES on the week of the 18th of March (premiere week of FREE BODIES) and the week of the 25th of March (holyweek). We come back on April 1st! If you wish to buy a 5-class package (55€) or a 10-class package (95€), please contact us at the following email : communication@freezone-bcn.com",12,12,EUR,"FREEZONE Home for Creation, Movement & Performance",https://schema.org/EventScheduled,2024-03-12T08:00:00Z,2024-03-12T09:30:00Z,Morning OPEN CLASSES with  FREE BODIES - Yoga & Ballet,We open the morning classes with our programs FREE BODIES & FREE ROOTS for advanced/professional dancers. Come train with us in FREEZONE!,https://www.eventbrite.es/e/morning-open-classes-with-free-bodies-yoga-ballet-tickets-796720300867,barcelona,Sold out
NA,Contact the organizer to request a refund.,"Late night English open mic in the heart of Barcelona every Tuesday at 10pm A night of fun with a gaggle of geese giggling and trying our new material. Hosted by Darren Cullen and Ewan May. Show starts at 10pm (come early to grab a drink and find your seat) Tickets: 4 euros online, 5 euros at the door Language: English Come early to grab a drink. We have a full bar available (open 1 hour before the first show of the day) with beer, wine, mixed drinks, free snacks, and table games! All welcome. Except Darren. He's not invited. At The Comedy Clubhouse - Barcelona's dedicated English Comedy Club. At The Comedy Clubhouse we're committed to providing a space for people to relax, chat, meet new people, make mistakes, develop their craft, say stupid things, laugh, cry, detox from the internet AND learn that stepping outside your comfort zone doesn't have to be that uncomfortable. Basically we're bringing community back baby! We run 20+ different shows a week of all different types and have had massive stars like Louis CK & Michelle Wolf perform at our club. We produce sketches and funny videos every day on our Instagram of us goofing around. We have Improv jams, Improv Workshops, Open Mics, Friendly Bartenders, Yoga Lessons, Writing Sessions & More! We have an average rating of 4.9 Stars on Google across OVER 500 REVIEWS! People that come here love the friendly tone that we set, and they enjoy having a place they can relax and be themselves. Here are some nice things people have said recently 'Incredible evening at Fat Goose!!! Can't wait to come back!' - Oliver(Google) 'Such a good night. Great vibes and we loved the comedians at Fat Goose, highly recommend :)' - Danielle (Google) 'Pure laughs and silliness every time! Love the weekly Fat Goose shows, nice mix of newcomers and comedy pros :)' - Joe (Google) 'Had a great time at Fat goose, have not laughed like that in a long time, thankyou, great up and coming comics. - Alison (Google) 'If your in Barcelona on holiday I'd HIGHLY recommend the clubhouse, I saw fat goose, which had me cracking up at their high energy intro of shaking every single persons hand in the room 😂 You can go if your native too, don't know why I mentioned the holiday.' - Sebastian (Google) Some people don't like us, that's ok, we're not for everyone. Around 1% of the people that come here, find something they don't like. Sometimes people complain about the lack of drink variety, or about the chaotic feel of the place. Other people find that the open mic comedy event they attended didn't meet the standards they are used to on Netflix. If you come to The Comedy Clubhouse, please understand that it is a work in progress. We are constantly changing & improving and trying to develop new talent. - It's the Sagrada Familia of comedy. Just give us another 140 years and it'll be perfect :) Join our WhatsApp regulars chat for a weekly update on all the different things we have going on. Or Follow us on Instagram (@TheComedyClubhouseBcn) or subscribe on YouTube... Or just come and hang out. We're here every day :).",4.67,4.67,EUR,The Comedy Clubhouse BCN,https://schema.org/EventScheduled,2024-03-12T21:00:00Z,2024-03-12T22:30:00Z,Fat Goose • Open Mic Comedy in English • Tuesday,A night of fun with a gaggle of geese giggling and trying our new material in English,https://www.eventbrite.es/e/fat-goose-open-mic-comedy-in-english-tuesday-tickets-502556478957,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"No te pierdas uno de los museos de arte moderno y contemporáneo más interesantes de la ciudad. Disfruta de la oferta artística de Cataluña mediante la obra pictórica y escultórica de Antoni Tàpies.  La obra de Tàpies fue influenciada en sus inicios por artistas como Paul Klee o Joan Miró. Pronto se sintió atraído por la expresividad de los materiales , interés que se tradujo en telas de textura intensa y de grandes posibilidades comunicativas. El lenguaje iconográfico de Tàpies ha dado como resultado una creación plástica diversificada y admirada en todo el mundo.  La Fundació Antoni Tàpies te ofrece la posibilidad de explorar su colección de obras de Antoni Tàpies, así como disfrutar de las exposiciones temporales de otros artistas. Estos meses, y hasta noviembre de 2023, se pueden visitar las siguientes exposiciones temporales:  El edificio de la Fundació Antoni Tàpies, modernista y de tipo industrial, es también una obra de arte: fue construido a finales del siglo XIX por el arquitecto catalán Lluís Domenech i Montaner, un pionero de la arquitectura modernista.   La Fundació Antoni Tàpies fue creada en 1984 por el artista Antoni Tàpies para promover el estudio y el conocimiento del arte moderno y contemporáneo. SERVICIOS INCLUIDOS: INFORMACIÓN ADICIONAL:",0,8,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T17:30:00Z,Entradas para la Fundació Antoni Tàpies,¿Te gustaría  visitar un museo de arte  situado en el primer edificio modernista industrial de Barcelona?,https://www.eventbrite.es/e/entradas-entradas-para-la-fundacio-antoni-tapies-325739263907,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"La verdadera y autentica cultura catalana está en el Museu d'Història de Catalunya. Diseñado para conservar, exponer y dar a conocer la historia de Cataluña, el Museu d'Història de Catalunya está lleno de artículos e historias que te mostrarán una nueva cultura por completo. El museo es un viaje apasionante al pasado del territorio catalán, mediante exposiciones temporales, oportunidades interactivas, películas y dibujos diseñados para educar e inspirarte. Monta a un caballo medieval, aprende sobre la dictadura de Franco o sobre cómo los hombres de las cavernas dieron forma a la zona en la que estás ahora. Su exposición permanente ""La memòria d'un país"", te ofrece un recorrido interactivo por las principales épocas, culturas, eventos y personajes que han conformado la historia de Cataluña.  Como exposiciones temporales, el museo ofrece: El restaurante y el bar en la azotea son un destacado de la visita. Sube para tomarte algo y tendrás vistas increíbles del Port Vell, la ciudad y Montjuic, la colina que se eleva sobre el puerto de Barcelona. SERVICIOS INCLUIDOS HORARIOS De martes a sábados, de 10.00 a 19.00h Miércoles, de 10.00 a 20.00h Domingos y festivos, de 10.00 a 14.30 Cerrado: Lunes no festivos, 1 y 6 de enero, 1 de mayo, 6 de junio, 25 i 26 de diciembre La taquilla y la entrada se cierran 30 minutos antes del límite horario. INFORMACIÓN ADICIONAL",0,8,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T17:30:00Z,Entradas para el Museu d'Història de Catalunya,"Un viaje fascinante por la cultura y el desarrollo histórico de Cataluña, ubicado en un edificio emblemático del puerto de la ciudad.",https://www.eventbrite.es/e/entradas-entradas-para-el-museu-dhistoria-de-catalunya-84884420587,barcelona,Sold out
NA,Contact the organizer to request a refund.,"Get your daily dose of nature by hiking up to Montjuic Castle and visit some magical places along the way. Play this city game in Barcelona to defeat evil sorcerers, meet magical creatures, solve puzzles, and unlock true stories. In this self-guided walking tour, you will see top-rated attractions in Barcelona whilst taking the road less traveled. The best part? You are the hero in this story, and only you can save the day. Disclaimer: some of the information in this quest may not be suitable for children. Any of this information will be marked with the title “For adults”. Disclaimer: this route is a hike. Please be advised that some parts are uphill and require suitable footwear. The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",11.99,34.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T11:00:00Z,2024-03-12T12:30:00Z,Barcelona Outdoor Escape Game: Witchcraft at Montjuic Castle,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/barcelona-outdoor-escape-game-witchcraft-at-montjuic-castle-tickets-655645532437,barcelona,Sold out
NA,Contact the organizer to request a refund.,"Explore the art and modernist architecture that make Barcelona one of the most beautiful cities in the world. Everybody knows Antoni Gaudí, but they don't know his secrets. You have to play the game to unlock Gaudí knowledge and a series of hidden gems. However, there’s a twist: you’ll discover the city’s art whilst living in the world of a ""Gaudi Telenovela"" featuring drama, romance, and…. death. Follow the step by step instructions to arrive at each destination, solve puzzles and riddles, and learn about art in this fantastic city. The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories of past and present. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",9.99,29.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T11:00:00Z,2024-03-12T12:30:00Z,Gaudi's Barcelona Outdoor Escape Game: The Artist's Masterpieces,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/gaudis-barcelona-outdoor-escape-game-the-artists-masterpieces-tickets-735149821907,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"El Museo de las Ilusiones pertenece a uno de los  museos que forman el Big Fun Museum. Un museo convertido en una galería con pinturas de efecto 3D, que al jugar con las perspectivas parece que formas parte de ellas.  El museo de las ilusiones es uno de los más originales de Barcelona y de España. Disfrute de salas temáticas y sumérgete en un mundo apasionante cargado de fantasías. ¡Vive una experiencia emocionante en uno de los museos más mágicos de Barcelona y no olvides tu cámara! PUNTOS DESTACABLES:  I﻿NFORMACIÓN ADICIONAL:  SERVICIOS INCLUIDOS: HORARIOS:",10,10,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T10:00:00Z,2024-03-12T17:30:00Z,Entradas para el Museo de las Ilusiones,Sumérgete en un mundo de ilusiones  y viaja por sorprendentes lugares con el museo de las ilusiones de Barcelona.,https://www.eventbrite.es/e/entradas-entradas-para-el-museo-de-las-ilusiones-324713907037,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"La Casa Museu - Cal Gerrer es una antigua fábrica de cerámica reconvertida en espacio  museístico, con una originalísima fachada de inspiración modernista.  Cuenta con cuatro  exposiciones, tres de ellas permanentes: la historia de la fábrica, que se remonta a mediados del s.  XIX; la vida y la obra de los hermanos artistas Cabanas-Alibau; y una colección privada de objetos  relativos a Marilyn Monroe que es única en Europa.  Además, con el ticket podrás acceder al mirador del Museo, donde se ofrecen vistas espectaculares al Monasterio de Sant Cugat y a la Sierra de Collserola.  
 P﻿UNTOS DESTACABLES",0,7,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T12:30:00Z,Entradas para la Fundación Cabanas Cal Gerrer - Museo Marilyn Monroe,"Visita la Casa Museo Cal Gerrer, una antigua fábrica convertida en un espacio museístico con un espacio dedicado a la artista Marilyn Monroe",https://www.eventbrite.es/e/entradas-entradas-para-la-fundacion-cabanas-cal-gerrer-museo-marilyn-monroe-496235161727,barcelona,Sold out
NA,Refunds up to 7 days before event,"TIME IS OPEN! OPEN YOUR MIND. NO ONE CAN STOP YOU UNLESS YOU DECIDE. TIME IS OPEN! WE DON’T NEED TO BE HERE, THE ONLY TIME THAT KEEPS US LIMITED, ARE TIMES OF FEAR. TIME IS OPEN! IT IS WITHIN EVERY BREATH, & WITHIN EVERY HEARTBEAT. TIME IS OPEN! IT HAS MORE THAN 24 HOURS IN ITS DAY, THAT TIME IS YOURS, SO BE FOOLED NOT, BY WHAT PEOPLE SAY. TIME IS OPEN! STOP SITTING AROUND, FOR THE LIGHT, THE AIR, THE WATER, AND ITS FIRE IS YOUR GROUND, SO RISE AND SEE THEM AND MAKE THEM SOUND. TIME IS OPEN! IT IS THE EYE OF THE INVENTOR, THE PAINTER, THE STORYTELLER, AND THE CREATOR. TIME IS OPEN! ITS GATES ARE RAINBOWS OF LIFES LIGHT, THAT ARE HERE, THERE, AND EVERYWHERE. TIME IS OPEN! IT DOESN’T LIE, NOR DOES IT STEAL, FEEL ITS TRUTH FEEL ITS ASPIRATIONS AND SEE TIMES INSPIRATIONS. TIME IS OPEN! I STAND AT TIMES UNIVERSAL GATES AT THE 5TH DIMENSION, AND YOU TOO LIKE ME CAN STAND HERE AND BE ITS KEEPER. TIME IS OPEN! YOUR TRUE IDENTITIES ARE ALWAYS HERE, THEY LISTEN INTENTLY FOR YOUR MUSIC TO FIND YOU, BUT THERE IS NOTHING TO HERE. TIME IS OPEN. YOU ARE NOT YOUR NAME, YOU ARE THE GENESIS OF CONSCIOUSNESS, AND IT IS THIS MUSIC, THAT YOU MUST PROCLAIM. ""I AM NOT MY NAME, I AM THE WAVE OF TIMES GENESIS! "" ""I AM NOT MY NAME, I AM A WAVE OF TIMES GENESIS!"" YOU ARE TIMES SCENT, YOU ARE TIMES TASTE, YOU ARE TIMES TOUCH, AND YOU ARE TIMES SOUND. AND WHEN TIME IS OPENED AROUND THE THOUGHTS IN THIS LIFE WE HOLD, THE GATES OF THE 4TH DIMENSION AND OUR MINDS WILL UNFOLD, AS BEACONS OF LIGHT, MAKING US BOLD. WHEN TIMES CLOCK IS OPEN, WE DON’T CHASE TIME, TIME COMES INTO LIFE AS VISIONS AND TOKENS. Meta Tech Organica – Excited about New Dimensions of LIVING. Mind ReMapping N.B. ALL EVENTS ARE ONLINE",14.99,44.99,GBP,Gavin Gooden,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:30:00Z,QUADRILATERAL THINKING  - TIME IS OPEN !  - ONLINE - Barcelona,"A Mind that has no identity of itself, has many imposters pretending to be you.",https://www.eventbrite.co.uk/e/quadrilateral-thinking-time-is-open-online-barcelona-tickets-809096026997,barcelona,Sold out
NA,Refunds up to 7 days before event,"Synthesis of the human Mind Our internal world drives our external world. Our ability to use our mind determines how well we can control our external realities. What you may not know is that our Minds have an identity. Creating an Identity of mind allows us to direct our external world intentionally. The language we use to run our lives is one dimensional, which creates needless limitations. Our minds work best in a multidimensional language. Learning how to access your minds resources correctly will enable you to create a life beyond who we desire to be. Our vocabulary, are words we use internally to motivate change, but instead of encouraging us, the imperfections in our speech and articulation restrict access to our minds. There is no synchronicity between the one-dimensional language in our speech and the 4 th dimension of the mind. If you’re not using the correct language of the mind, the mind disengages where we become confused. We don’t have the language to describe the life that we want in a way that the mind accepts, understands, and can utilise. Mind ReMapping is a language illuminating an internal identity, so that we no longer need to be afraid of the dark, neither do we need to be afraid of our minds and what the future holds for us. Meta Tech Organica – Excited about Dimensions of LIVING D0 – Orientation – Who you are & who you are NOT. D1 – Point of Focus – What Where When Why & How to SEE. D2 – Objectification – Finding Imagination. D3 – Understanding – 4 Dimensions of Quadrilateral Thinking D4 – TIME – Mind ReMapping.(Cognitive Positioning System) Thank you for your patience. Mind ReMapping N.B. ALL EVENTS ARE ONLINE",14.99,44.99,GBP,Gavin  Gooden,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:30:00Z,Mind ReMapping - LOST WITHOUT AN  IDENTITY  - ONLINE - Barcelona,"The MIND ReMapping  Philosophy: ""Be so Creatively removed from reality, that the Mind has no choice, but to come out of hiding….""",https://www.eventbrite.co.uk/e/mind-remapping-lost-without-an-identity-online-barcelona-tickets-680683702277,barcelona,Sold out
NA,Contact the organizer to request a refund.,"The game will focus on a treasure hunt based on Joan Miró, the famous Catalan painter and sculptor. The player will be in a race against time to recover the legacy of this artist, whilst learning a lot of interesting things – not only about the artist but also about the city. The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",9.99,29.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T11:00:00Z,2024-03-12T12:30:00Z,Barcelona Outdoor Escape Game: The Hidden Treasure of Joan Miró,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/barcelona-outdoor-escape-game-the-hidden-treasure-of-joan-miro-tickets-660239613457,barcelona,Sold out
